HGNC symbol	MIM morbid accession
	
LINC02238	
	
TNFAIP3	616744
	
CCR5	612522
CCR5	610379
CCR5	609532
CD2AP	607832
	
	
	
SPDYE9P	
	
	
SLC1A1	615232
	
LRRIQ3	
	
KCNH7	
	
DUSP8P4	
GLUD1P8	
	
SEPHS1P7	
	
ATP5A1	616045
ATP5A1	615228
	
BAIAP2L2	
CNFN	
	
GGTA1P	
LINC02133	
PCGF3	
SPINK14	
LINC02192	
	
LINC00637	
B3GALT4	
	
	
MRGPRX1	
	
HCG9	
PTMAP1	
SYNE1	612998
SYNE1	610743
CTSLP2	
ATAT1	
SPINK6	
	
MTCO1P40	
PTGES3	
LINC02134	
	
HINT3	
LINC00513	
	
MICD	
	
	
	
	
RAB26	
	
PMPCAP1	
	
HCG4P5	
RBPJL	
	
	
	
	
	
	
	
HLA-J	
MSMO1	616834
IGHG3	
HDAC9	
SALL4P1	
ACTBL2	
STOM	185000
DTHD1	
GPR61	
	
CREB3L1	
EFCAB1	
	
	
	
LINC02090	
	
LZTR1	616564
LZTR1	615670
CCDC28B	209900
	
ARHGAP10	
	
ATG16L2	
SPATA6L	
	
	
LNCPRESS2	
CXCL17	
LINC-PINT	
APLP2	
	
CYP4F25P	
CEACAM8	
ANKRD20A4	
MKLN1-AS	
CEACAMP1	
	
IQCC	
CEACAMP2	
	
	
HLA-W	
GRID2	616204
SPDYE10P	
LIPE	615980
LINC00348	
PMS2P6	
RABEPKP1	
	
MKLN1	
ZNRD1	
SNX18P9	
	
HLA-DOB	
	
	
RSPH3	616481
CLASRP	
	
FAM107A	
CEACAM1	
	
	
ZNF354A	
CD58	
TAGAP	
GTF2IP4	
HSBP1L1	
HAUS1	
	
PHBP5	
	
	
	
NAP1L4P1	
	
TXNL4A	608572
	
	
HRH4	
	
KRT8P32	
PLPP6	
MRPS35P2	
SCLY	
	
	
MIR217HG	
MTCO2P24	
	
	
CCDC85A	
MTCO1P24	
MTND1P19	
IFT46	
	
	
CTBP2P4	
	
	
SCYL2	
	
	
DDX18P4	
	
	
	
	
	
	
	
	
	
	
TPSG1	
	
TCF25	
MRGPRX2	
MAPK14	
LINC01222	
	
	
LINC01221	
	
DYRK2	
FAM32A	
GPR157	
	
LINC01813	
RHEBP2	
NDUFV1	252010
FAM35DP	
	
	
ARL6IP4	
RPL12P28	
IGHD	
	
RPL23AP16	
	
	
SNAI2	608890
SNAI2	172800
	
ANKRD16	
	
TPSB2	
	
	
IGHM	
EIF4A3P1	
RPL12P38	
FAM3D-AS1	
NEK4P1	
FAM3D	
PBX2	
MIR34AHG	
HSPB1	608634
HSPB1	606595
SHKBP1	
AACSP1	
NCR3	609148
CYBA	233690
	
NCF1B	
LINC01759	
CXCR1	609423
	
LINC01915	
DHFRP2	
LINC00887	
	
LINC01549	
	
HPRT1P2	
	
APPBP2	
IGHJ6	
	
CYCS	612004
IGHJ3P	
NPY4R2	
ODAM	
RCC2P8	
TAP2	604571
POU6F2-AS1	
	
POU6F2	601583
AFP	615970
AFP	615969
DES	615325
DES	604765
DES	601419
DES	181400
PYHIN1	
CACNA1H	617027
CACNA1H	611942
ZDHHC20P2	
HLA-S	
IGSF3	149700
	
FAM25C	
CTXND1	
EPN3	
LINC01149	
CCHCR1	
CAMK2N2	
RPL39P40	
	
RAC1P1	
RTEL1-TNFRSF6B	
PPIAP57	
	
	
	
	
	
LST1	
ABCF3	
	
	
	
	
	
ZDHHC13	
	
	
	
	
ZNF354B	
	
EPHA5-AS1	
	
SLC7A9	220100
EPHA5	
POU6F2-AS2	
SMG1P4	
MMP13	602111
MMP13	250400
ZFYVE9	
RPSAP66	
ST8SIA6-AS1	
LINC01999	
	
	
BAHD1	
GRIP2	
CARHSP1	
ST8SIA6	
	
	
KCNS2	
PSMG3-AS1	
PPM1D	617450
PPM1D	114480
MRPL57P7	
	
STK3	
	
NPIPB4	
C1orf137	
	
SLC2A4RG	
PRPF38AP2	
UBE2F-SCLY	
	
TIMM50	
PLEKHM1	611497
TUBB3	614039
TUBB3	600638
UBE2F	
MCCD1P2	
ETF1P1	
PIGFP1	
	
ZFP2	
FPGT-TNNI3K	
HCG4P3	
COL25A1	616219
	
PDCL3P6	
ANAPC10P1	
C5orf63	
	
	
DDX39BP2	
	
SLC6A6	
CC2D1B	
ZNRD1ASP	
TTC36	
PSMG3	
PPEF2	
PPDPFL	
TNFRSF6B	
CTSE	
	
AGAP12P	
	
	
ZNF454	
NUF2	
ZGPAT	
TMEM25	
PSMD3	
SLC6A15	
LCN12	
OGFOD2	
FTSJ1	309549
	
	
	
SH2D3C	
GRM6	257270
ZCCHC7	
	
PPIAP63	
	
	
RPL19P14	
	
HLA-DPA2	
	
	
	
	
COL11A2P1	
	
RPL7P4	
GTF2IRD2P1	
	
	
ZNF879	
HLA-DPB2	
ABAT	613163
CPN2	
SEPHS1	
	
MC1R	613099
MC1R	613098
MC1R	266300
MC1R	203200
HMGB1P9	
BTLA	
XKR5	
	
LRRC15	
	
ZNF354C	
	
	
MRPS5P3	
	
SELENOTP2	
GP5	
LINC00927	
	
ST6GALNAC4P1	
PNN	
	
GLULP3	
PSMD2	
	
CBX3P8	
	
PELI1	
ZMYM5	
LY6D	
TYRL	
CDC42EP5	
ADAMTS2	225410
	
HLA-DPA3	
NME4	
HCG24	
OR7E100P	
	
SPATS2L	
	
	
GAPDHP64	
NEFHP1	
	
DNAJC19P7	
LAIR2	
	
	
SLC17A8	605583
	
ATP13A3	
MEGF10	614399
LINC00309	
	
	
DEFB1	
H6PD	604931
	
IGHJ5	
	
IGHJ4	
	
	
APLP1	
	
PLA2G6	612953
PLA2G6	610217
PLA2G6	256600
	
RPSAP15	
FPGT	
CHST14	601776
IGHJ3	
CRYBG3	
	
RTEL1	616373
RTEL1	615190
	
CYBRD1	
CCRL2	
	
TTTY20	
LINC01894	
LGR6	
WBP2P1	
PPIAP90	
	
	
ARMCX4	
UBASH3B	
	
C7orf31	
	
TICAM1	614850
LIPE-AS1	
	
GPR85	
SEL1L2	
RPS4XP8	
RIOX2	
	
	
	
HACD1	
	
	
NR5A2	
TEF	
	
	
	
LINC00884	
	
	
C2CD3	615948
PFDN6	
	
	
	
	
GLTP	
LILRA3	
ARV1	617020
	
	
	
CCDC32	
	
LINC02009	
LRRC53	
RPL12P11	
	
	
FLNC-AS1	
TNNI3K	616117
CHD6	
RPL34P21	
	
PRR31	
KRT74	614929
KRT74	613981
KRT74	194300
	
KCP	
INTS13	
	
FNDC5	
GNAT2	613856
KIR3DX1	
CD2	
EXOC3-AS1	
EXOC3	
WDR46	
CXADR	
LINC00838	
CHMP4A	
	
RGS5	145500
ZNF584	
	
BROX	
	
RNF5	
PLIN3	
LINC01816	
NPM1P13	
GNAI3	602483
KRT72	
BSPRY	
	
	
MACROD2-IT1	
RILP	
ZNF324B	
AIMP1P1	
	
HPCA	224500
	
ENSAP1	
RPS3P1	
FLRT3	615271
FLRT3	146110
	
YWHAEP7	
	
	
RPL23AP74	
SMIM30	
	
BCAS3	
RPS10P2	
TMEM54	
	
FTH1P22	
RNF11P2	
REC8	
LCNL1	
	
MACROD2	
STAM-AS1	
	
	
METTL15P1	
FRMD1	
PTGDS	
KRT73-AS1	
LINC00886	
PTGFRN	
	
TSPY4	
	
	
PA2G4P4	
ZNF132	
KRT73	
RPL21P38	
FAM58BP	
	
	
SCG3	
KIRREL2	
FAM19A3	
GML	
ARPC2	
	
	
	
	
PRPF8	600059
COPS7A	
	
SLC40A1	606069
	
	
	
RGL2	
LINC00862	
	
MAFF	
	
RPL23P11	
	
	
	
CYP11B2	610600
CYP11B2	203400
	
CPLX1	194190
	
TIFAB	
	
RPS2P48	
AMPD2	615809
AMPD2	615686
ZNF281	
SDC4	
LINC01273	
LINC02505	
	
KIF2B	
NUTF2P4	
P4HA3-AS1	
	
	
DCANP1	
DECR2	
LINC01356	
CYP11B1	202010
CYP11B1	103900
	
	
CRTAM	
	
	
	
ISCA1P3	
ABCB9	
PPME1	
	
	
	
	
	
	
	
ARL2BPP8	
GPSM3	
THPO	187950
	
C5orf47	
ACTG1P22	
AIDA	
CEBPB-AS1	
	
CEBPB	
	
SLC7A6OS	
SETP17	
RPL21P109	
DCUN1D5	
	
RPL35AP31	
MACROD2-AS1	
HMGB1P37	
RPL35P1	
DACH1	
	
MT1HL1	
	
ARCN1	617164
	
RPL12P22	
	
	
CNN2P3	
TMEM186	
GDPD2	
	
JHY	
MVD	614714
TRIM8	
TOB2	
NOTCH4	
CSF3	
SLC9B2	
SLC7A6	
ZZZ3	
PMM2	212065
VWA5B2	
XRN1	
	
MIA3	
C2orf42	
LINC01659	
ZNF324	
GXYLT1P6	
KLF3P2	
	
	
LEKR1	
NEDD8-MDP1	
	
AQP7P2	
LILRA2	
BMS1P11	
	
NEUROG1	
ZNHIT1P1	
ARL3	
SLC27A5	
	
MICB	
BTF3L4P1	
CXCL14	
AP2M1	
SPSB1	
	
	
	
IGKV1OR-2	
DSTNP1	
EEF1A1P16	
	
RPL7P40	
BNIP3P4	
	
IPO4	
YTHDF2P1	
KLHL25	
	
P4HA3	
PRMT2	
	
STAT1	614892
STAT1	614162
STAT1	613796
HDHD3	
MTND1P14	
ABCA3	610921
	
KMT2A	605130
	
	
ZNF446	
SH3GL1	
	
NMTRQ-TTG12-1	
EIPR1-IT1	
NOP53	
MTND2P12	
	
	
TBC1D3K	
MTCO1P39	
FAM136BP	
SERPINB8P1	
ZNF521	
	
	
EIPR1	
	
TIA1	604454
	
	
TBC1D3L	
AGBL1-AS1	
AGBL1	615523
	
EGLN3-AS1	
BDH2	
SPTSSA	
LINC00555	
	
MICC	
	
EGLN3	
CES4A	
LCORL	
ZBTB46-AS1	
	
	
LIME1	
GTF2H2	
ARNT2	615926
TRPM2	
RPL19P11	
	
	
	
	
NPHS1	256300
H3F3BP1	
	
	
	
	
	
DUX4L51	
CDH6	
	
	
	
NSG2	
NAAA	
	
	
NCOA1	
	
	
LINC01584	
PPP1R37	
	
KCTD21-AS1	
	
SLC25A33	
NCAPG	
	
FLNC	617047
FLNC	614065
FLNC	609524
PAXX	
RETNLB	
DPYS	222748
USP35	
	
ARFRP1	
RGMB	
AFM	
	
	
	
NKPD1	
LINC02225	
	
MRPL16	
DLD	246900
	
ATP5F1P5	
EVPLL	
ZRANB3	
BSX	
	
	
RGMB-AS1	
MARK4	
DCSTAMP	
	
RPL34P23	
CLIC3	
	
GIF	261000
TRAT1	
MEN1	131100
SDAD1	
GAPDHP35	
NOP53-AS1	
	
LINC01959	
	
	
	
	
TRIM51FP	
SBK1	
RPS26P43	
	
RPL31P60	
	
KRT18P63	
RPL31P47	
NWD2	
	
KCTD21	
GAPDHP71	
LINC01411	
CEP89	
MIR503HG	
	
FNDC8	
	
	
SLC25A48	
LILRA1	
	
SUMO2P6	
	
LINC00880	
EIF4G1	614251
NLE1	
HIGD1AP3	
	
LINC02029	
EP400NL	
BEND7	
AP1M1	
LINC02528	
LINC00881	
	
	
ZBTB45	
FAM89A	
C4orf19	
RPSAP42	
	
PERP	
MDC1	
	
	
	
DNAJA3	
MICALCL	
RELL1	
TBC1D3D	
	
MSX2	604757
MSX2	168550
MSX2	168500
C1orf186	
SELENOW	
RPL5P30	
HMGN1P16	
MARCOL	
ASNSD1	
C14orf2	
AVPR1B	
	
	
FABP7P2	
AKR7A2P1	
KCNIP3	
	
SLC16A1	616095
SLC16A1	610021
SLC16A1	245340
	
LINC01627	
	
	
PLPPR2	
	
	
BLOC1S3	614077
RAB3GAP1	600118
	
SSSCA1-AS1	
	
	
	
SLC39A2	
TFB1M	
COMMD10	
	
EXOC3L2	
RIPK1	
ARFGEF3	
MDC1-AS1	
LINC00629	
KIF14	616258
RPL34P19	
TRAPPC6A	
RPL23AP93	
LILRB1	
	
	
RPS7P12	
TRIM51DP	
	
PLAC1	
	
PARVA	
PPIAP9	
SLC16A1-AS1	
CDK9	
ZBTB46	
RPL21P133	
	
HMGN1P28	
STXBP4	
OGFOD1P1	
HMGN2P27	
	
	
	
	
	
	
NPIPB6	
TBX2	
	
NR1H4	617049
TBC1D3C	
CLDN20	
FGD4	609311
	
	
	
TBCAP1	
TIAM2	
	
SSSCA1	
DPP10-AS1	
	
ITGA11	
	
	
MC5R	
ZNF296	
MLEC	
TBX2-AS1	
ACADL	
DPP10-AS3	
	
DMD	
	
SPINK13	
DPP10	
	
	
MC2R	202200
TMEM44	
CXCL9	
GEMIN7	
HLA-DPA2	
	
	
	
COL11A2P1	
	
PBOV1	
KRT18P61	
	
HLA-DPB2	
SPINK9	
	
	
	
	
	
EIF3CL	
RPL7P61	
RPL23AP96	
	
	
	
EIF5AP3	
IL9	
ALAD	612740
	
FAM89B	
KRT128P	
FIGN	
	
	
	
PGBD4P3	
YAE1D1	
SPINK7	
TAMM41	
KRT2	146800
PIN1	
	
HIKESHI	
LINC01658	
	
LAMB1	615191
TGFBR1	132800
PRDX2P3	
	
ATOH1	
TBC1D3P4	
	
RUFY1	
PSMC6	
CHAF1A	
CYP2C56P	
	
LINC02076	
PRPS1P1	
	
RPL23AP71	
	
	
	
	
EIF4A1P3	
C6orf47-AS1	
C6orf47	
	
	
RPL23AP80	
YPEL5P3	
	
LRRC37A4P	
LINC02452	
GLS	
	
CDC37P2	
TPRX1	
KRT1	607654
KRT1	607602
KRT1	600962
KRT1	146590
KRT1	144200
KRT1	113800
	
MED27	
	
CHCHD4P3	
SWSAP1	
GRHPR	260000
LINC02101	
	
	
	
UFSP1	
PGAM1P1	
COX11	
	
TBC1D3E	
RLIMP2	
	
LRIG2	615112
	
UBXN6	
	
	
MAGEA9B	
EEF1AKMT3	
	
NECAB2	
	
SCARA5	
SDF4	
HAX1	610738
FBXL21	
HMGB3P15	
TRIM67	
TSPAN19	
	
RPS10P21	
	
AVIL	
HSFX2	
C16orf71	
	
PITPNA-AS1	
TOM1L1	
LILRB1-AS1	
LECT2	
DNAJC19P6	
DAB2IP	
TMEM39A	
	
PITPNA	
	
MDN1	
	
KRT77	
	
MLNR	
	
	
RPL18AP17	
	
ELK3	
CDADC1	
	
	
CRX	
HSPA8	
	
	
BMS1P12	
TBC1D3	
	
PGM2	
ANKS3	
HMCN1	603075
	
LINC02421	
	
	
	
	
	
SFXN2	
LSG1	
TSFM	610505
COL11A2	614524
COL11A2	609706
COL11A2	601868
COL11A2	215150
COL11A2	184840
TPRX2P	
	
PTP4A2P1	
HLA-E	
LINC01595	
FAM98A	
MRPL45	
SNHG19	
	
KRT17P5	
NUP93	616892
IL1RL2	
	
	
	
SMARCD1	
MUC4	
YWHAEP2	
NPEPPS	
DPP10-AS2	
SRP9	
	
RPSAP23	
LIN52	
	
EAPP	
RPL15P4	
	
	
ABCA17P	
	
DND1P1	
ATP6V1F	
	
	
	
	
JADRR	
TMEM44-AS1	
	
	
	
NDUFA5P2	
FBLIM1	
LINC01479	
LRP12	
COASY	615643
NBPF9	
OR6L1P	
	
	
	
FGD2	
	
GP1BA	258660
GP1BA	231200
GP1BA	177820
GP1BA	153670
	
	
SNAI3-AS1	
	
	
	
	
	
	
	
NUTF2P5	
ZNF517	
C6orf47-AS1	
	
OR4A1P	
FNDC1	
	
ACSL1	
C17orf82	
C6orf47	
GPR179	614565
SNAI3	
MDP1	
ARMCX1	
	
TBX4	147891
TRAF7	
	
IGKV1OR9-1	
RPL21P110	
FOXD4L5	
CTAGE13P	
ISM2	
	
IFI16	
METTL1	
TCN1	
UBE2T	616435
DEFA6	
	
ACHE	112100
	
DDX39B	
POLE3	
SREK1	
TRPM2-AS	
PSMC1P8	
RFPL4AP7	
TIMM17BP1	
RPL39P28	
POM121B	
IL26	
TSSK4	
	
	
TRMT11	
	
SPTLC2	613640
SMOX	
NACA2	
RPL6P24	
IFNG-AS1	
	
HSD17B1	
	
FRMD4A	616819
C9orf43	
CYP27B1	264700
	
ZMYM2	
LINC02378	
BRIP1	609054
BRIP1	189960
BRIP1	114480
IFNG	613254
IFNG	609532
IFNG	609423
IFNG	609135
IFNG	607948
MAPK8IP1P2	
CBWD4P	
RPS26P8	
PSAT1P1	
	
	
FRG1KP	
	
RALA	
SMIM25	
FNDC1-IT1	
	
KCNQ3	
TM9SF1	
FRG2B	
	
	
LINC01271	
NAGLU	616491
NAGLU	252920
LINC01270	
	
RARRES2P2	
ATP6V0E1P3	
AGGF1P2	
HNRNPA1P61	
CSNK1A1P3	
CLUHP5	
SLC25A5P2	
	
LINC01317	
HNRNPA1P70	
LINC02499	
RPSAP39	
	
PACS1	615009
MYADML	
GRB14	
GUCA1C	
LINC01318	
CASKIN1	
HSD17B1P1	
	
DACT2	
SULT2A1	
	
	
TUBB	615771
TUBB	156610
PRDM8	
PIK3C2G	
WDR41	
	
	
BSPH1	
GMPPA	
	
SOCS7	
	
	
TMEM63A	
	
DDX59	174300
PRPF18	
SFT2D3	
MFSD1	
ELSPBP1	
	
	
HNRNPH1	
NEDD8	
WDR33	
FAM138F	
RYR2	604772
RYR2	600996
SMCHD1	603457
SMCHD1	158901
PIBF1	
	
TPP2	
SCAF8	
ZCCHC23	
RBMXP4	
	
VSX2	610093
VSX2	610092
	
	
LINC02569	
	
CRHR1	
CABP5	
INSM1	
CD101	
FAM122B	
UNC119B	
C1orf131	
	
PLK2	
MKRN1	
PAX2	616002
PAX2	191830
PAX2	120330
	
PMP22	180800
PMP22	162500
PMP22	145900
PMP22	139393
PMP22	118300
PMP22	118220
CPE	
	
NFKBIL1	
DIS3	
	
FXYD5	
EPHX1	607748
EPHX1	189800
	
IL15RA	
HADHAP1	
MAPK13	
ZNF500	
ST14	
HIPK3	
GFOD1	
ZKSCAN7P1	
	
NDFIP1P1	
GNPAT	222765
RERGL	
	
GFOD1-AS1	
LRRC66	
CCDC81	
FAM183DP	
COL11A2	614524
COL11A2	609706
COL11A2	601868
COL11A2	215150
COL11A2	184840
POGLUT1	617232
POGLUT1	615696
SGCB	604286
	
DUX4L28	
	
DUX4L25	
DUX4L24	
	
OR4A49P	
DUX4L23	
OR4A18P	
DUX4L22	
DUX4L21	
MTCO1P15	
GRINA	
ZNF101	
DUX4L20	
DUX4L29	
DUX4L10	
	
NTNG2	
IL1RL1	
DUX4L11	
DYNC2H1	
	
DUX4L12	
	
AGER	
PTPRE	
FAM122C	
SLC9A3-AS1	
	
	
LINC01951	
SNX6	
NIFKP2	
PSMB8	256040
SAG	613758
SAG	258100
ARL2BPP6	
SLC9A3	616868
KRR1P1	
SLC38A8	609218
	
DRD1	
ARMCX7P	
ERH	
ARMCX6	
	
	
	
SLC39A9	
	
SEMA6A-AS2	
SPATC1	
SEMA6A-AS1	
DDX39B-AS1	
TRIM28	
PRR3	
UQCRHP1	
LINC02480	
	
ATP6V1G2	
ANKAR	
RPS14P8	
SEMA6A	
TDRD9	
RNF19B	
	
COX6CP11	
STOML2	
	
RARRES1	
PARP10	
	
MCCD1	
LINC02438	
ALKBH1	
	
	
	
	
	
	
	
TAP1	604571
RPS23P3	
OSR2	
	
OR4A19P	
OR4R3P	
COX6CP2	
	
GNL1	
OR4C13	
BORA	
RPL21P10	
LRRC42	
ZMYND19P1	
	
	
IL18R1	
HNRNPKP1	
	
	
BPHL	
TTLL11	
	
KAT8	
LINC02557	
OSGEPL1	
SLC25A11	
QSOX1	
CORO2B	
FAM197Y8	
TTLL11-IT1	
ARMCX3-AS1	
ARMCX3	
	
SPEG	615959
RPS19P3	
PPP1R2P1	
	
	
PSMB8-AS1	
	
	
PTP4A1P6	
ME3	
ZNF14	
OSGEPL1-AS1	
FAAP24	
	
	
DUX4L13	
LINC02210-CRHR1	
WHAMM	
DUX4L14	
	
RD3L	
	
DUX4L15	
PSMB9	
	
IL22	
MZT1	
ALDH7A1P1	
	
	
LINC00265	
C3orf67-AS1	
RPL7P23	
CLN3	204200
CAB39L	
PDE8B	614190
PDE8B	609161
SLC35A5	
C3orf67	
	
SETX	606002
SETX	602433
RNF167	
	
	
	
	
	
TEAD1	108985
MGAM2	
TMEM185A	
NUGGC	
SYNE1-AS1	
ESR1	
FBXO18	
CHD1	617682
KRT17P2	
CDC42P3	
LY6E	
	
	
	
SLCO5A1	
	
	
SELENOWP1	
	
CD80	
	
ATG3	
CICP22	
	
	
	
RPL23AP37	
NARS2	616239
RPUSD2	
	
RNF166	
NIFK-AS1	
ADGRF2	
	
SFXN1	
TIMMDC1	252010
CNDP1	
NSUN5	
	
	
RWDD4P2	
	
ERCC6L2	615715
	
ADGRF4	
	
MPRIP-AS1	
	
	
FLCN	610883
FLCN	173600
FLCN	144700
FLCN	135150
FLCN	114500
	
LINC01320	
KLK10	
	
	
KLHL26	
	
TCHP	
RPL12P15	
RPL12P14	
	
UQCRHL	
KIF5B	
OLFM2	
NIFK	
CARSP1	
	
	
	
	
	
	
CHST6	217800
RPL23AP60	
	
PLA2G12AP1	
	
LY6G5B	
	
LINC02529	
RPS4XP7	
SLIRP	
	
	
	
	
MPRIP	
PORCN	305600
PAWRP1	
	
	
	
GAB2	
	
CSNK2B	
ORC1	224690
	
LINC00476	
	
ALG2	616228
ALG2	607906
RASSF6	
	
TFAMP1	
EHBP1L1	
	
	
	
CRTC1	
FBXO38	615575
WDR91	
ZNF7	
LY6E-DT	
PHF5A	
	
ACADS	201470
OR4C12	
DLL3	277300
SEC61B	
PPP1R3A	604367
PPP1R3A	125853
WBP1L	
	
	
OR4C48P	
ASIC4	
	
NPDC1	
GAK	
ZBTB44	
GIT2	
KRT8P11	
NPM1P32	
	
NKAIN1	
	
OR4C45	
SPESP1	
DEFA4	
	
OR4C49P	
CENPC	
	
GTF2IP11	
	
ANP32A	
	
	
	
C14orf178	
LINC02062	
NANOGP11	
CBFB	
	
	
SCGB1D5P	
	
NOL8P1	
	
	
ABCA2	
SELENOV	
SRD5A3P1	
	
SNW1	
OOSP1	
	
LINC01179	
METTL21C	
LINC00644	
	
	
	
SMOC2	125400
	
ATP5A1P4	
INTS2	
AQP10	
OOSP2	
	
	
EID2B	
ALDH3A2	270200
KCNH5	
	
TDGF1P7	
LTF	
	
	
EID2	
	
CDC37L1-AS1	
LINC00964	
	
	
GPBAR1	
	
	
RPS29P24	
	
RPS29P25	
	
	
	
SLF2	
MS4A3	
	
	
NATP	
NAT1	
	
LINC00283	
FANCL	614083
FANCL	189960
CCDC168	
	
RGL3	
MKI67	
LAMP5-AS1	
CCDC24	
ARF1P2	
LAMP5	
	
SPPL3	
	
DDX51	
TXK	
NOX5	
NFX1	
DDX18P5	
	
	
GPANK1	
C22orf15	
SOD2	612634
HRH2	
MTND4LP26	
ARHGAP23	
	
SDR42E1P5	
	
	
	
PTPN14	613611
CCNL1	
	
	
ZNF519	
ADAMTS8	
	
	
	
SPEN	
NDUFA8	
HNRNPA1P2	
IL18RAP	
SLC6A9	
C6orf10	
IMPG1	616151
SCAPER	
TLL1	613087
MED13	
KRT16P1	
	
	
MMP11	
PRRC1	
	
DROSHA	
	
ABHD17C	
	
OR4G3P	
CHMP2A	
TLCD2	
OR4G1P	
GPANK1	
COMMD5	
LINC02065	
OR4F17	
LINC00092	
	
	
	
LINC02229	
	
RPS29P26	
GABRR3	
	
POLG	613662
POLG	607459
POLG	603041
POLG	258450
POLG	203700
POLG	157640
NAT2	243400
	
	
	
	
	
KRT18P12	
LGALS13	
	
RHPN2	
	
LRRIQ1	
PARP1P2	
	
	
	
	
POLRMTP1	
	
MTCO2P15	
ACADSB	610006
	
	
EPOR	133100
CEACAMP5	
FGF5	190330
MTND1P36	
EIF4BP3	
KLK11	
	
RPS10P28	
MTND2P26	
	
	
	
	
MIR22HG	
TBC1D3P2	
	
	
MTATP6P15	
	
	
	
MICA	
	
PRPF38A	
RPS17P2	
	
MTCO3P15	
LINC02214	
	
HSD17B3-AS1	
	
C4orf22	
CPLX2	
HSD17B3	264300
	
WBP1LP11	
OR4F8P	
CEP72	
PPIAP78	
	
	
PSG3	
FAHD2A	
	
ZCCHC11	
ACAT2	614055
CHEK2	609265
CHEK2	259500
CHEK2	176807
CHEK2	114480
	
	
TGFBI	608471
TGFBI	608470
TGFBI	607541
TGFBI	602082
TGFBI	122200
TGFBI	121900
TGFBI	121820
CEMIP	
CAMSAP2	
TPPP	
ACSM6	
	
	
	
RPS23P7	
LINC01615	
EFCAB3	
RPL35AP15	
LGALS7	
CHCHD10	616209
CHCHD10	615911
CHCHD10	615048
	
BMS1P7	
	
PTPN20CP	
	
MYL1	
MORN5	
OR4C50P	
	
LINC02540	
	
	
WDR81	610185
RALGAPA2	
OR4C46	
DPRXP4	
WTAP	
	
RNF135	614192
	
ABCD4	614857
	
RBM39	
KRT126P	
METTL2A	
AAMP	
ZP4	
KRT125P	
PLD6	
	
ADAMTS15	
VRK2	
	
RPS29P30	
	
ABCC12	
SYS1	
LGALS16	
	
KRT8P47	
	
	
	
	
	
	
CHST5	
GPD1	614480
	
C5orf60	
	
	
	
PRIM2	
TMEM231	615397
TMEM231	614970
ZBTB22	
	
	
UBE2M	
RPS2P24	
	
ELFN1-AS1	
LINC00663	
	
	
	
	
CYP17A1-AS1	
	
	
	
ING5	
CYP17A1	202110
BRPF3	
	
CTXN3	
NDUFB4P10	
AIF1	
ELFN1	
RPS29P27	
TP53TG5	
ZNF506	
	
LGALS14	
	
COL9A2	614284
COL9A2	603932
COL9A2	600204
	
	
	
DMD-AS3	
	
NPM1P8	
COL5A3	
KDM3A	
TCP1	
NPVF	
ADAT1	
TTF1	
SYS1-DBNDD2	
RHOJ	
	
FAM72A	
TSEN15P3	
	
	
LHX6	
	
	
	
EIF4E2P1	
FANCI	609053
FANCI	189960
	
LINC01555	
	
	
OR1X1P	
FRG2LP	
BTG3-AS1	
	
THOC3	
BTG3	
	
FANCD2P2	
DBNDD2	
	
ZBTB5	
	
	
	
ANXA7	
FAM71D	
ADPRH	
CYCSP12	
LGALS7B	
	
SRGAP2	
FLOT1	
	
CBY3	
	
	
MBTPS1	
HMGB3P22	
CANX	
TMEM183A	
	
LGALS4	
CFAP77	
	
GABARAPL2	
	
	
	
	
	
FUT7	
MDM1	
	
EIF5P2	
	
PDHA1	312170
LILRA5	
	
C9orf139	
TEX30	
KIAA1549L	
OR4C7P	
PLA2G4C-AS1	
	
	
	
OR4R2P	
MESD	
	
BAK1P2	
PLA2G4C	
	
	
C11orf44	
OR4A4P	
	
SOX30	
PPP1R10P1	
	
	
SLC35D2	
	
	
ASPG	
LINC02551	
STIP1	
AK2	267500
CHRNA7	612001
NOC4L	
FAM27E3	
	
PRMT7	
	
	
	
PPP1R12B	
OR5BM1P	
CSNK2B	
	
TUBB2A	615763
	
MZF1-AS1	
	
PASK	
ABHD17AP3	
ATP8B2	
UBE2V1P13	
CENPBD1P1	
CENPF	243605
PRPF39	
C5orf52	
OR5AC1	
	
OR5AC2	
LINC00992	
	
	
	
LINC02544	
	
PPP1R14BP5	
ZNF629	
	
OR5H1	
THG1L	
	
OR5H14	
MZF1	
SPRTN	616200
GAPT	
HTR1B	
	
POU5F1P7	
	
	
	
OR5AC4P	
LINC00958	
BARHL1	
STAM	
MGMT	
LILRA4	
HNRNPH1P1	
	
DVL3	616894
LILRB5	
RASSF10	
	
CENPW	
PLEKHD1	
GAPDHP57	
C16orf70	
	
	
BUD31P2	
ZNF367	
OPN5	
KLK12	
ZNF572	
EXOC8	
BCL7C	
LGALSL	
	
	
SMIM28	
GPHB5	
	
VN1R105P	
	
	
LILRB4	
	
CDC42BPG	
COG6	615328
COG6	614576
SNX19	
	
CLC	
THBS2	603932
HMX3	
	
MAP3K15	
LEFTY1	
ARRDC5	
	
NHSL1	
PRIM1	
	
TMA7	
	
PYCR2	616420
	
FKBP3	
PTPN1	125853
	
PPIAP70	
FHIT	
MIR762HG	
CCDC51	
	
MOSPD1	
	
	
	
	
	
HABP4	
	
	
	
RPL7L1P4	
