HGNC symbol	MIM morbid accession
MCCD1P1	
TOMM22	
	
	
	
CDKN1B	610755
	
IMPDH1P3	
IGLV7-43	
IL9RP2	
IGLVI-42	
IGLVVII-41-1	
ZFAND4	
PLP1	312920
PLP1	312080
FASTKD1	
H1FX	
SIDT1-AS1	
NUP210P3	
SIDT1	
EIF4EBP2P3	
H1FX-AS1	
	
	
RAC2	608203
SPDEF	
	
MRPS28	
OR9G1	
	
OR9G9	
	
	
AMY1A	
KPNA7	
	
DEPTOR	
HLA-DOA	
	
TOX3	
	
	
	
	
EEF1D	
NYX	310500
PWP1	
TNFSF12	
TEKT2	
LINC02354	
RNF39	
	
	
ADGRL4	
	
	
	
OR9G3P	
	
	
LINC01551	
HDAC7	
OR9G4	
	
OR2B6	
SLCO1B1	237450
BAK1P1	
CHN2	
RPLP2P1	
IER3	
OR2W4P	
PPP1R11	
LINC02281	
	
LINC02282	
TRPV5	
HLA-K	
HESX1	182230
AVPI1	
HCG4B	
KCNA1	160120
	
	
SLC4A2	
XKRYP3	
	
ADAM18	
CNTN4-AS2	
LINC02455	
SUGT1P1	
CNTN4-AS1	
OVGP1	
CLDN9	
HINT2P1	
	
	
	
TNFSF12-TNFSF13	
MOAP1	
	
HCG20	
MUC20	
ZUFSP	
	
FAM53A	
PDCD10	603285
	
	
	
VWA7	
ADAMTS20	
C19orf38	
TONSL-AS1	
	
CSNK2B	
TONSL	
CSK	
GALNTL5	
	
UQCRHP2	
CLDN6	
TNFSF13	
UBR7	
	
TRMT112P6	
	
KCTD4	
	
RPL7P25	
TRPV3	616400
TRPV3	614594
GTF2F2	
	
	
	
PPARA	
GSE1	
	
TNFRSF12A	
	
C6orf106	
GTF2IP14	
IQCB2P	
ANKRD18B	
OR2W2P	
	
	
TNRC6A	
NPM1P36	
	
INTS4P1	
CDK11B	
	
RPL12P17	
AP1G2	
CRYGEP	
	
GBP3	
	
CRYGD	115700
LINC02403	
SLCO1B3	
C11orf96	
PPIH	
	
ACD	616553
MIF	604302
	
PPP1R1C	
	
LSM8	
PPP1R14B	
AMT	605899
TMEM251	
LILRB4	
	
GON7	
	
	
NBAT1	
SLC2A11	
CASC15	
	
	
KBTBD11-OT1	
LINC02570	
KBTBD11	
HLTF-AS1	
APOLD1	
DDR1-AS1	
	
	
LINC00960	
SNX18P7	
KIF17	
CYP4F26P	
SLCO1B7	
FTCD	229100
TAPBP	604571
	
PRSS3P4	
HOOK1	
TRBV20OR9-2	
RANBP1	
PRL	
DDX47	
	
C1QTNF9-AS1	
KRT18P29	
SPATA13-AS1	
KPNA5	
SPATA13	
WASF2	
SCAANT1	
	
	
COMMD7	
	
	
ATXN7	164500
CRYGC	604307
	
FTCD-AS1	
	
	
COL4A6	
TP53RK	
ATP23	
TUBB8P11	
	
OR2B7P	
FAM41C	
TRIM10	
	
CHCHD5	
	
	
RANBP6	
	
	
ZNF767P	
MYH16	
	
	
HMGB1P3	
MGME1	615084
	
	
	
LITAF	601098
SLC13A3	
KRT8P24	
	
CCP110	
POU3F2	
	
	
COLEC12	
JOSD1	
	
NANOGP4	
	
CPVL	
	
LINC01567	
	
HLA-U	
ZNF717	
TRMT2A	
PTMAP3	
SLC4A3	
OVOL2	122000
DNTTIP2	
	
CARMIL2	
LINC01919	
	
ANXA2P2	
C5orf42	614615
C5orf42	277170
MCCC2	210210
C10orf105	
	
TRBV21OR9-2	
LINC01917	
TRBV22OR9-2	
NONOP2	
TRBV23OR9-2	
	
SNX5	
TRBV24OR9-2	
CDH23	617540
CDH23	601386
CDH23	601067
LY6G5B	
	
	
	
LINC00311	
ZNF33B	
TMEM259	
	
COX6CP16	
STX8P1	
GINS2	
MRPL51P2	
RPL18P11	
FRGCA	
	
CHRNB4	
	
	
ASPA	271900
NLGN3	300494
NLGN3	300425
SPATS2	
	
GPANK1	
	
CACNA1F	300600
CACNA1F	300476
CACNA1F	300071
	
	
ZNF77	
DUTP1	
	
	
PABPC1P13	
ZNF148	617260
	
CHRNB3	
	
MARVELD1	
OR2B8P	
	
LLCFC1	
ABCD1P3	
SYCE1L	
YWHAZP3	
VN1R54P	
	
OR1F12	
	
RPL39P	
CASS4	
TRIM66	
LINC02326	
	
	
	
	
LINC02327	
TSTA3	
	
VN2R10P	
HSP90AA4P	
	
ADAMTS18	615458
CACNA1C-AS3	
VARS	
	
FOXM1	
	
	
	
LINC01518	
MYOM2	
	
	
	
TSACC	
TRIM15	
	
	
RPL32P3	
	
PTF1A	615935
PTF1A	609069
ANKRD7	
C1QTNF9	
NFYB	
DGCR8	192430
IPO7P2	
	
PAIP2B	
	
	
	
	
GRIN3B	
THAP12P3	
	
	
	
	
	
GTF3AP6	
CUBNP1	
SPRR2G	
	
ERMN	
MON1B	
LINC01468	
	
SLBP	
	
	
	
	
LINC02476	
	
	
	
	
	
	
LINC01323	
OFD1P17	
C8orf59P2	
LELP1	
	
OR2H1	
LINC01324	
	
	
IGLV1-41	
	
RSU1P1	
LRRC70	
CCT3	
BMPR1A	610069
BMPR1A	174900
	
EVI5L	
MTND5P5	
	
	
MPV17	256810
AHDC1	615829
DIMT1	
	
CAMK2D	
CACNA1C-IT1	
	
BANK1	152700
	
DUXAP3	
	
	
CRYAA	604219
	
TPMTP1	
FKBP4	
	
	
	
ZNF165	
BLVRA	614156
PSAT1P3	
REV1	
FGF17	615270
FGF17	146110
AMY1B	
ZSCAN12P1	
	
TSTD1	
SECISBP2L	
RSL24D1P3	
HECW2	617268
TRBV25OR9-2	
KEL	110900
	
TRIM24	188550
SPATC1L	
MMP25	
	
	
EML6	
RPAP2P1	
	
	
PLCB3	
UTP14A	
	
	
FBXL4	615471
F11R	
	
RAB10	
BTBD7	
LINC02371	
	
RHNO1	
NECAP2	
CDPF1	
CDK5	616342
BEST1	613194
BEST1	611809
BEST1	193220
BEST1	153700
	
ZFHX2-AS1	
THOC6	613680
KIF2A	615411
NRIP2	
	
	
	
THTPA	
	
UBA52P7	
RAB9B	
	
GTF3AP1	
	
LINC02068	
LINC02061	
MIF-AS1	
	
PRR9	
	
	
IL33	
IQSEC3P1	
SEMA3E	214800
SEMA3E	146110
ITFG2-AS1	
ZNF602P	
MBL2	614372
	
CBX3P4	
ACOT9	
	
DCP1B	
JPH4	
	
	
ZNF92	
	
	
SLC31A1P1	
NRG4	
ADH5P2	
SALL4P2	
	
	
	
TXNDC11	
LINC02463	
	
	
	
	
	
	
GCLM	608446
USF3	
SNRPEP8	
	
FAM83C	
MRPL54	
	
	
CASC16	
FAM83C-AS1	
	
TRIM31-AS1	
	
TRIM31	
EFCAB12	
FAM168B	
	
	
LOR	604117
	
TMEM155	
	
	
	
	
BBS9	615986
CYTH4	
FTH1	615517
	
ITFG2	
	
	
KRBA1	
	
	
NCEH1	
HMGN1P8	
ENDOU	
CD6	
	
FRG2IP	
PLEKHH2	
RARRES2P7	
RNH1	
ZFHX2	
AGGF1P5	
C2orf69P3	
	
ZNF971P	
SNN	
UBDP1	
BMS1	107600
C17orf100	
MAS1LP1	
	
	
SLC13A5	615905
	
ZSCAN16	
	
SMAD2	
PKDREJ	
SF3B1	614286
	
	
ZSCAN16-AS1	
	
RPS27AP13	
PGLYRP3	
	
C2orf15	
RGS20	
HMGB1P18	
	
ZMYND11	616083
TMSB15B	
	
	
ILDR1	609646
HNRNPA1P64	
YBX1	
IGLV1-40	
RC3H1	
ASH2LP1	
	
LUZP4	
	
EIF5B	
CYYR1-AS1	
	
WDR93	
PGLYRP4	
	
	
CYYR1	
	
	
RAD23BP1	
	
	
	
TP53TG3	
	
	
	
	
	
CACNA1C-AS4	
DPPA3P1	
	
SATB1-AS1	
RPL23AP14	
NOC2L	
	
	
	
CKS1BP3	
	
	
PDS5B	
FTH1P12	
PRDM4	
	
PHBP21	
IPO11	
	
IGLVI-38	
IGLV5-37	
IGLV1-36	
	
MMP25-AS1	
SS18L1	
SESN1	
	
UBE2FP3	
PAIP1P1	
CEP83-AS1	
ZMYM4	
TRIM26	
C1GALT1C1L	
IGLV7-35	
	
DNAJA1P6	
CDH23-AS1	
RPL29P32	
CLCP1	
ZNF280B	
	
VSIR	
	
CECR2	
MMP23B	
ZNF280A	
RC3H1-IT1	
MBD2	
WDR77	
GSG1L2	
	
SPATA4	
	
RAX2	613757
RAX2	610381
RAX2	605726
	
DHRS7C	
TEAD4	
LINC00322	
CYHR1	
LINC01679	
HCFC1R1	
	
GBP1	
SAMD11	
CRYGB	615188
LYG2	
BCL9	
	
MED13L	616789
MED13L	608808
FAM239B	
	
USP9YP25	
EIF3FP1	
	
	
USP9YP29	
ATP5F1	
DDO	
	
FAM239C	
VN1R7P	
SNRPA1	
SH2D5	
FRG2DP	
LINC01262	
	
YIPF2	
	
	
	
ZKSCAN8	
LYG1	
SATB1	
FRG1-DT	
LINC01596	
	
PLS3-AS1	
MAS1L	
HJURP	
RPL23AP31	
	
PLS3	300910
COMTD1	
	
APBA2	
SNRPC	
WNT6	
PPP4R1	
PPP1R10	
HES5	
	
MRPL30	
	
	
SNRPGP18	
KCNQ1DN	
	
NF1P9	
	
WNT10A	257980
WNT10A	224750
WNT10A	150400
	
	
SUCLG2P2	
	
	
	
	
	
	
	
	
RAMP3	
PRR36	
	
LRRN4CL	
LINC01494	
RPL30P1	
CDK5R2	
METTL13	
BICDL2	
S100A9	
	
	
KRT8P30	
	
TSGA10	
	
	
LINC02203	
	
ELK1P1	
MKX-AS1	
FEV	
MKX	
S100A12	
	
RPL5P13	
	
	
LSM3P4	
	
	
	
	
	
ATP5J2	
LINC00608	
INPP4B	
GTPBP1	
	
LAPTM4BP1	
LYPLA2P2	
	
ZFYVE27	
MROH2A	
	
	
HAUS2	
OR2H5P	
	
UBD	
S100A8	
OR9A2	
NEDD4L	617201
OR2H2	
	
ZNF623	
RPL13AP	
	
MRPS18B	
TMEM183AP1	
	
	
	
	
GABBR1	
LRRC8E	
NCOR2	
OR9P1P	
	
OR6V1	
CARM1	
ASCL4	
OR6W1P	
SLC20A1	
	
PTGES3P1	
SAPCD1	
TNFRSF14	
ZMYM4-AS1	
PIP	
RPL5P4	
	
PTENP1	
	
	
TAF11	
LY6G6F	
TRBV26OR9-2	
GPR52	
	
PLRG1	
SUN2	
ATP5J2-PTCD1	
	
MSH5	617442
CHCHD2P5	
MTND4P11	
MTND3P21	
RABGAP1L	
	
LY6G6E	
RGMA	
ADPRHL2	
	
MTCO2P2	
	
NOL9	
UHRF1BP1	
KIR2DL3	
LY6G6D	
SLC25A41	
KIR3DL3	
ADAM2	
	
PDAP1	
RASL11A	
ENPP7P9	
NICN1	
	
RAD23BP2	
	
TUBG1P	
	
EIF1P2	
URGCP	
AGAP10P	
	
	
OR4D12P	
RARRES2P10	
TMEM129	
AGGF1P6	
ARPC1B	
	
C2orf69P2	
ZNF286A	
	
	
	
UBE2D3P1	
DNM1P41	
RAB9AP1	
	
	
UBE2Q2L	
TRAPPC2P9	
CYP2J2	
POLI	
MTND6P12	
	
OFD1P11Y	
ASB5	
	
	
FAM25A	
PROKR2	244200
BIN3	
ABCC6P2	
	
SNCG	
	
MTCYBP12	
MOV10L1	
	
	
ELOCP9	
ZNF192P1	
BDH2P1	
NPIPA5	
DOCK8	614113
DOCK8	243700
CDY15P	
	
PDE1A	
CRYGA	
NOMO2	
ACAD10	
	
CYTH3	
	
MRPS24	
SCO2	
	
ADIRF	
OR2BH1P	
MAEL	
CD86	
	
TBC1D5	
	
ACCSL	
SCO2	608908
SCO2	604377
CYCSP41	
S100A7A	
	
ZNF638	
TYMP	603041
	
ADIRF-AS1	
FBXO22	
KCND2	
	
TPTE	
MMRN2	
URGCP-MRPS24	
MTG2	
	
	
TBC1D14	
	
TRAP1	
CLIC6	
SPCS3	
	
SIRPD	
	
	
AGAP11	
TNFRSF14-AS1	
TXNDC9	
	
BMS1P3	
	
ODC1	
	
LINC02457	
	
	
	
FAM49A	
	
	
GBA2	614409
	
	
	
DHFRP6	
	
	
SIRPB1	
COL21A1	
	
S100A7L2	
	
CCDC171	
	
HMBOX1	
LINC00173	
	
S100A7	
	
	
	
SLC2A3	
	
	
MRPL42P6	
CCDC166	
ZNF707	
MAP1LC3B2	
ARMC4	615451
LINC02546	
PTCD1	
CCAR2	
	
S100A6	
	
	
	
LIPT1	616299
HNRNPRP2	
	
MAP2K7	
	
	
	
ARPC1A	
MITD1	
TBC1D26	
GEMIN8	
	
RTFDC1	
RPL36AP55	
	
SUPT16H	
UPF3A	
LINC02066	
CCDC96	
XKRYP4	
TADA2B	
CREB3	
	
HMGN2P16	
ACP6	
	
TAS2R39	
	
ALDH2	610251
PRDX3P1	
ANKRD62	
DNAL4	616059
	
GBP2	
	
	
	
ADCY1	610154
LILRB1	
CPSF4	
	
MPV17L	
RPS17P1	
	
	
	
TLN1	
SDHDP1	
FRG1	158900
ODF3B	
	
C16orf45	
CDKN2C	
C14orf93	
	
KIAA1468	
RABGAP1L-IT1	
NDUFAF4P4	
	
VPS50	
	
	
BANF1P4	
	
GBP7	
C1orf185	
	
NPR3	
NCAPH2	
	
	
TAS2R40	
SNHG9	
	
UBE2SP1	
	
	
	
RPL39P25	
ZNF603P	
DUSP14	
	
	
ZNF192P2	
HMBOX1-IT1	
	
MARF1	
	
LINC01985	
TOB2P1	
	
	
	
	
RPL7AP58	
LINC00824	
ZNF503-AS1	
	
RHOV	
	
	
	
	
	
CALCOCO1	
LINC01616	
RPS29P29	
GABPB2	
LINC00160	
	
MAPK15	
	
	
	
	
HNRNPUL2-BSCL2	
ROBO2	
C12orf49	
HMGA1P5	
LINC01251	
	
	
	
CROCCP3	
ZNF503-AS2	
HP1BP3	
ZNF648	
HNRNPUL2	
	
GLIS2-AS1	
SPA17P1	
BUD31	
CORO7-PAM16	
	
ZNF503	
C6orf136	
	
HRH3	
	
	
FAM209A	
	
SUCNR1	
	
	
BAGE2	
FAM133DP	
BSCL2	615924
BSCL2	600794
BSCL2	270685
BSCL2	269700
	
AADACL2	
GCNT7	
RPL7AP9	
LINC01772	
UBE2R2-AS1	
PDCL3P3	
YWHAQP7	
TTC38	
LINC01426	
	
PRSS3	
	
	
FAXC	
	
	
	
	
AADACP1	
	
LINC01264	
	
ABHD17AP7	
PRKD1	617364
LILRB4	
SLC25A37	
AADACL2-AS1	
	
	
AADAC	
SMARCE1P6	
GALNT11	
	
PPP1CC	
	
WASHC2C	
PPIL1P1	
SELENOTP1	
KCNA4	
	
TPD52L3	
PPIAP2	
GLIS2	611498
	
	
PYGB	
S100A5	
RPL9P25	
GPNMB	
CDCA3	
TIPIN	
RPL12P25	
	
	
EIF1P1	
	
PAM16	613320
	
COQ3	
	
KCNA5	612240
C9orf66	
	
LINC02443	
	
	
MTCO3P21	
	
	
DHX16	
DNASE1	152700
H2BFWT	
FAM60DP	
	
VN1R87P	
	
KANK1	
	
	
H2BFM	
ECT2	
PUS10	
	
NKX3-1	
	
MATK	
	
USP9YP13	
DUSP27	
	
	
TTTY3B	
USP9YP11	
NDUFA10	
	
	
	
RPL7P43	
SEMA3A	614897
	
	
UBE2R2	
GPA33	
FBXO6	
	
ABHD12	612674
HSPB1P2	
MYL12BP1	
COL8A2	609140
COL8A2	136800
GNB3	617024
GNB3	145500
LINC01079	
TRBV29OR9-2	
DXO	
	
	
	
	
	
	
	
WNK1	614492
WNK1	201300
EEF1A1P17	
C2orf80	
RIMS1	603649
	
DYNC2LI1	617088
COL4A2	614519
COL4A2	614483
	
TP53TG1	
NTF3	
TPT1	
	
FAM162B	
	
	
	
LINC02160	
LINC02120	
HYDIN	608647
ATP6AP2	300911
ATP6AP2	300423
NKX2-6	217095
	
GAREM2	
	
	
	
	
	
SI	222900
	
NUS1P3	
YPEL5P1	
PEX13	614885
PEX13	614883
LINC01344	
ZCCHC18	
TRAPPC3	
GHRHR	612781
CORO7	
AKIRIN1	
MSH5-SAPCD1	
KIR3DL2	
SLC25A53	
	
GPRC6A	
	
	
LILRP1	
NDE1	
LINC00566	
CYCSP33	
	
VEGFC	615907
	
VDAC1P7	
LINC01015	
	
FAM21FP	
	
	
GBP4	
GPR53P	
OR2I1P	
TSPAN12	613310
TACC3	
GJB1	302800
CLIC1	
	
LILRP2	
LSS	
C18orf8	
UNC93B4	
	
OR7E99P	
	
TP53TG3HP	
MAP7D1	
SEZ6L2	
MED20	
STK19	
	
ACCS	
DGUOK	617070
DGUOK	617068
DGUOK	251880
GNG3	
ZSCAN9	
	
EIF1P3	
	
OR9G2P	
RARRES2P8	
RFX6	615710
OR5G1P	
AGGF1P7	
OR5G4P	
C2orf69P1	
C1QL1P1	
	
OR5G3	
OR5G5P	
	
KIF18BP1	
NPM1P45	
TPT1-AS1	
GLP2R	
CRYBA2	115900
NRG1-IT3	
BYSL	
GLIPR1L2	
CCL3	609423
	
HLA-DPB1	
TMEM183AP1	
SAPCD1-AS1	
MYH11	132900
GABBR1	
CFL1P2	
	
VPS18	
RNF151	
FAM83H	130900
DGUOK-AS1	
BAD	
CCL4	
	
KIR2DS4	
OR7E43P	
LINC01562	
	
OTOP1	
CMBL	
SLC25A30-AS1	
SLC25A30	
	
RNF6P1	
ZC3H7A	
	
	
TMEM128	
KIR2DL3	
HSPD1P12	
	
KIR3DL1	609423
GNG5P1	
	
	
TGFBR2	614331
TGFBR2	610168
TGFBR2	133239
ASB14	
SRY	400045
SRY	400044
LINC01925	
IFIT5	
GPR137	
	
	
CETN1	
RPL21P116	
TPTE2P6	
CRTAP	610682
RNASEH2CP1	
MORF4L1	
NDUFS5	
COL4A1	614519
COL4A1	611773
COL4A1	607595
COL4A1	269160
COL4A1	180000
COL4A1	175780
	
NPC1	257220
	
ZNF99	
CYTIP	
	
SLC16A12-AS1	
TOMM22P2	
DDAH2	
	
BNIP3P34	
SLC16A12	612018
APPL1	616511
PSPC1P2	
	
SFRP5	
SLC25A23	
HDGFL1	
	
CCDC22	300963
ALKAL2	
PARP4	
CFAP65	
	
	
	
BNIP3P35	
ZNF723	
HERC2P5	
ASS1P5	
LINC00866	
EEF1GP5	
VN1R88P	
SLC22A16	
	
	
	
	
	
LINC00423	
GNS	252940
LYAR	
ASS1P2	
DHX57	
RPL32P1	
GOLGA7B	
DDX39BP2	
HLA-DPA1	
MUC20	
	
ZNRD1	
RET	209880
RET	191830
RET	171400
RET	171300
RET	162300
RET	155240
RET	142623
USP9YP12	
DLL4	616589
RAB9AP5	
CRTAC1	
TRAPPC2P10	
KIR3DL3	
PUS7L	
RCN1P2	
	
NLGN4X	300497
NLGN4X	300495
	
	
ARMC4P1	
CLDN19	248190
DANT1	
	
TOMM22P3	
	
	
DANT2	
ISCA1P4	
SDHAP2	
SOWAHD	
AKR1B1P8	
	
FAM210CP	
LINC00969	
FOXP3	304790
FOXP3	222100
NAP1L1P2	
TRIAP1P1	
KL	
RPS4Y1	
RCVRN	
SEPT9	162100
RPL39	
TRIM40	
KIR2DP1	
API5P1	
	
	
	
	
LINC02509	
AGTR2	
FAM83H-AS1	
	
	
RPSAP27	
TPT1P2	
PTCHD3	
CASR	612899
CASR	601198
CASR	239200
CASR	145980
NEIL3	
SLC6A14	300306
ANKRD30BP3	
	
MPIG6B	617441
TAS1R1	
PANK1	
	
HSFY3P	
CUBNP2	
	
	
OR6D1P	
MSL3P1	
	
	
	
PPP1R2P2	
RNF11	
MOGS	606056
	
KIR2DL1	
RPL34P3	
CHMP4B	605387
CRB3	
RPS20P1	
EZH2P1	
RUNX1	
ZBTB49	
	
VASN	
	
	
GLUL	610015
	
	
LENG1	
TFE3	300854
OFD1P12Y	
KIR3DP1	
CNOT3	
FAM172BP	
BNIP3P36	
HLA-W	
	
ZNF728	
LINC00658	
ZNRD1ASP	
TMEM107	617563
TMEM107	617562
ORC5	
ELOCP10	
KIR2DL4	
	
	
AGA	208400
LINC01859	
CDY1B	
LINC01858	
	
OR13A1	
	
MPDU1	609180
TRMT10C	616974
KCNQ2	613720
KCNQ2	121200
C10orf67	
	
	
	
ZNHIT2	
CSPG4P11	
DENND1C	
GRPEL1	
FAM220A	
	
	
	
	
UBXN7-AS1	
	
UBXN7	
STC1	
LINC00654	
	
CDY17P	
SNX6P1	
LINC01581	
	
	
	
	
	
	
	
	
USP9YP35	
ZNF730	
	
	
	
	
	
LINC01579	
LINC02385	
	
RP2	312600
TET3	
	
	
UPF3B	300676
	
PCNP	
BNIP3P37	
	
	
	
	
LIF	
FNDC4	
	
NDUFAF6	
IFT122	218330
HCG17	
LINC01545	
FAM129C	
MICD	
HCG4P3	
LINC01580	
HADHB	609015
LILRA3	
HLA-A	608579
LIF-AS1	
	
TRIM39	
	
	
	
SNX21	
LINC02207	
CDK19	
	
	
SUSD5	
LINC01729	
	
RPS18P1	
WDR43	
IQANK1	
FSHB	229070
GOLGA2P7	
LINC01783	
STARD9	
	
OSM	
	
USF1	602491
CHAC1	
CT83	
ATPAF2	604273
	
SLC27A3	
MTIF3	
	
S100A3	
KRR1	
GSTK1	
	
	
LINC01781	
LY6G6C	
ANO2	
IDH1-AS1	
IDH1	137800
S100A4	
	
TBC1D3B	
GTSE1-AS1	
	
CCDC158	
FAM199X	
COL14A1	
ARHGAP27	
KRT12	122100
ACOT8	
STRIP2	
	
STARD13	
EIF4EBP2P2	
CORO1A	
	
	
	
	
RPS29P13	
SEPT7P2	
LINC02447	
NBPF1	
GTF3A	
GTSE1	
	
	
VGLL2	
	
ARL14EP	
LINC02109	
	
SNX5P1	
	
	
	
	
TTC31	
	
	
TGFBR3L	
DRC3	
INTS3	
	
NAA50	
LINC02167	
SNRPGP3	
	
	
RPL7P30	
	
MOCS2	252160
	
	
	
	
OSBPL2	616340
COQ10B	
RPP21	
GLIPR1	
ESX1	
	
	
	
SPDYE1	
GRSF1	
	
HMGN2P11	
NPM1P11	
	
	
	
	
	
	
	
POLR2J4	
HNRNPA1P8	
STARD6	
LINC02104	
CCDC11P1	
UBE2D4	
	
INTS6P1	
	
	
HMGN2P41	
MTND2P30	
MIR3150BHG	
	
VN1R70P	
TLE6	616814
	
RPL7P10	
	
	
	
IL1RAPL2	
HACD4	
	
PPP1R1AP2	
INTS8	
EHD4	
	
SPTLC1P2	
THSD7A	
C18orf54	
CASK-AS1	
PHBP10	
CASK	300749
CASK	300422
RPL18AP14	
GCSHP1	
KCTD9P2	
KIR2DS2	
TEX13A	
LINC00603	
KIR2DL2	
PGDP1	
MRPL53	
	
	
	
	
KRT18P56	
SEMA6C	
IFNNP1	
EHMT2	
LINC00604	
JMJD7	
NPPC	
TYMSOS	
CCDC142	
	
PRAME	
TMEM139	
	
IFNB1	
	
HLA-L	
	
	
	
	
	
PARD6A	
	
TRIM26BP	
HCG18	
FGFR3	616482
FGFR3	612247
FGFR3	610474
FGFR3	603956
FGFR3	602849
FGFR3	273300
FGFR3	187601
FGFR3	187600
FGFR3	162900
FGFR3	149730
FGFR3	146000
FGFR3	114500
FGFR3	109800
FGFR3	100800
TYMS	
	
KIF20B	
SLC25A18	
NDUFB7	
	
COL4A2-AS2	
TPM3P2	
PLA2G4B	
NAGPA-AS1	
PIGPP3	
FOXJ2	
ALG1	608540
	
	
	
KIR3DL3	
RPL23AP73	
JADE3	
ZKSCAN4	
	
COL4A2-AS1	
	
POLR2J4	
	
	
	
	
RNF168	611943
GBP5	
KRT20	
ALOX5	600807
RIPPLY2	616566
	
	
G2E3-AS1	
G2E3	
JMJD7-PLA2G4B	
HADHA	609016
HADHA	609015
	
	
KRT23	
OTUD1	
GLRA2	
C16orf86	
UBD	
RPS27AP6	
RFC3P1	
CYCSP51	
EIF4A1	
CTXND2	
ZBTB22	
	
ADAMTS1	
OR2H2	
	
	
C9orf92	
OR2H5P	
TEDDM1	
RALY-AS1	
RPL13AP	
	
	
	
ENKD1	
	
	
	
	
	
NKAPL	
	
	
	
	
IGHV2OR16-5	
	
EIF2S2	
	
CHD9	
	
	
RPL29P25	
FAM3A	
BORCS6	
BCAP31P2	
FGR	
	
	
	
SLC6A10P	
	
	
	
TEDDM2P	
LINC00272	
RGSL1	
	
LSM1P1	
	
LCA5L	
	
	
CSGALNACT2	
BNC2	
RALY	
NR1D2	
SMCO1	
	
	
FAM209B	
	
FKBPL	
	
ZEB2	
NSMCE3	617241
	
	
STARD13-AS	
	
	
CLEC17A	
FAM189A1	
IFNWP4	
	
	
CCDC63	
	
CCDC58P3	
	
SPTBN5	
KRT39	
ADAMTS7	
	
LMAN1L	
HSPA8P16	
SEMA3D	
	
STARD13-IT1	
	
LINC01866	
	
LINC02344	
	
	
	
LINC02022	
	
CLUHP6	
	
	
	
WSCD2	
HNRNPA1P7	
POTEB	
	
GAREM1	
GAS7	
	
	
SETP8	
GAS2L1	
FNBP1P1	
	
	
	
USP9YP31	
ZBTB48	
	
	
VCX3A	
ST5	
C16orf89	
RCC2P7	
PSAPL1	
MTX1P1	
	
	
MEP1B	
SORCS2	
BNC2-AS1	
ENOSF1	
ZBTB11-AS1	
ZBTB11	
NKIRAS1	
SYF2P1	
LILRA5	
RPSAP73	
EEF1DP5	
OR7E158P	
OR7E161P	
RPS7P15	
ZFYVE9P2	
	
STX18	
PSMC1P10	
CDY18P	
	
EHD4-AS1	
C1orf87	
RPS27AP17	
	
PPIAP56	
	
	
C16orf74	
DEFB136	
RAD51AP2	
CPLX3	
NUP155	615770
	
PPP4R1-AS1	
EIF4EP1	
HLA-DPA2	
GPCPD1	
CYB5R4	
DEFB135	
	
COL11A2P1	
CFAP53	614779
CLIC1	
PPL	
	
HLA-DPB2	
RNF125	616260
KRT18P8	
NDUFA1	252010
	
LHFPL3	
	
	
LILRA4	
EIF4BP6	
LHFPL3-AS2	
RNF113A	300953
	
	
	
LHFPL3-AS1	
RNF138	
TP53INP1	
	
LINC01716	
	
CRELD1	606217
MARCH8	
MCCD1P2	
HCG4P5	
ETF1P1	
HSPE1P11	
ANKS1A	
SAT1	308800
HLA-J	
HLA-DPA3	
PODXL2	
PUDP	
HCG24	
RPS29P3	
NT5DC4	
	
	
SLCO1A2	
	
LINC01099	
RPL15	615550
	
	
ARHGAP30	
LINC01098	
	
LINC02131	
	
CCNE2	
MTATP6P13	
AFAP1-AS1	
MTCO2P21	
	
HCG9	
AFAP1	
MTCO1P21	
	
MRPL49	
CKAP2L	272440
	
TTC3-AS1	
SCRIB	
	
CDKN1C	614732
CDKN1C	130650
	
TTC3	
	
	
KIR3DL2	
	
RAC1	
	
SETDB1	
EXT2	
TRPM8	
TSPAN9-IT1	
	
	
	
INO80-AS1	
TSPAN9	
CYCSP2	
DNMT3B	242860
	
	
STX18-IT1	
LSM3P2	
NSG1	
INO80	
TMCC3	
SYVN1	
	
EEF2KMT	
	
	
TIGD5	
VSTM2L	
EXOSC9	
KRT19P2	
CROT	
DDAH2	
NAPRT	
GFER	613076
DDR1	
	
MALSU1	
SLC22A18AS	
SYNGR3	
CALCR	166710
WRB	
DEFB134	
IGF2BP3	
SLC22A18	268210
SLC22A18	211980
SLC22A18	114480
MOCOS	603592
GOLGA6L11P	
IAPP	
STX18-AS1	
	
	
SLC35E2B	
NOXO1	
TRIM10	
MASP2	613791
KIR3DL1	609423
	
PRRT3	
MARCH6	
	
BOLA3	614299
TCEA1	
SEC14L5	
TOGARAM2	
PRRT3-AS1	
NPM1P9	
ZNF519P3	
TARDBP	612069
ANKRD26P1	
	
CIDEA	
	
	
	
SENP3	
NAGPA	
DNM1P24	
BOLA3-AS1	
	
CSPG4P2Y	
CSPG4P3Y	
C2orf71	613428
DEFB131E	
RGN	
RNFT2	
KLHL13	
NOL10	
	
ATP5J2P6	
	
FANCB	
MAP2K1	615279
MAP2K1	163950
	
CERS2	
	
MUC19	
SELENOM	
FAU	
HSPD1	612233
HSPD1	605280
OSTCP8	
UBAP2	
	
	
	
TBL3	
VSNL1	
FXR2	
GADL1	
	
	
TTI1	
RPL12P30	
